role_id,role_name,role_label,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob
87,莱伊,6,0.17201013605807158,0.016562751957559893,0.11443045350860373,0.18005042860832562,0.008107300128903757,0.05520721024244874,0.19719536948498761,0.03239731316946706,0.14388566450910012,0.08015337233253177
88,左乐,2,0.15262279163953804,0.05394063113034012,0.1671093364661589,0.07239813990336531,0.028706812413442657,0.12644636109389654,0.10871112945791504,0.090049941423743,0.047874343334370136,0.1521405131372302
89,黍,3,0.13954500262175543,0.008782151570919133,0.07659345084567769,0.23695927921064158,0.004203948179954267,0.03219652541470612,0.20399567087250847,0.017946795037836805,0.23050524834798303,0.049271927898017646
90,艾拉,3,0.1455324398999114,0.009935560815985166,0.08244105809433686,0.22912927914310224,0.004791384593554677,0.03560080421461925,0.20480005044823746,0.020092325365693994,0.21378352681777418,0.05389357060678477
91,阿斯卡纶,0,0.17943970469471096,0.024963456056143276,0.1402867848240733,0.13875911652405157,0.012426035062179007,0.07656030126255062,0.17236316045937136,0.047032754558659115,0.10210996076999515,0.10605872578826565
92,魔王,2,0.14068694076674307,0.06467760382932224,0.16495425135194458,0.06151102797866014,0.035541355477106885,0.13723982508013083,0.09506341209331207,0.10289620436236223,0.04017116986525007,0.15725820919516795
93,逻各斯,8,0.13036161358823747,0.007817644968274053,0.06951552746363829,0.24359762793721015,0.0037481040295590452,0.02879813499082083,0.19924927812587334,0.016005625087055317,0.25664590633238127,0.044260537476950246
94,维什戴尔,8,0.12793563774399883,0.007827338482359725,0.06836023317984662,0.24315331634647933,0.0037745159656655328,0.028515555884617717,0.19630487960648743,0.015925913816425042,0.2645717718184259,0.043630837155693825
95,乌尔比安,0,0.1761694227078748,0.022881896573517496,0.13328547751908612,0.14981957619741818,0.011367411788489627,0.071169521379802,0.17760771608753267,0.0433591917395846,0.1149095630597832,0.09943022294691128
96,妮芙,3,0.15779484140489827,0.01194839655314878,0.09420866436458528,0.21199323885292737,0.005781803520151997,0.042016579668416716,0.20561975196405502,0.02394553234069102,0.18383293571951917,0.06285825561160643
97,娜仁图亚,2,0.1421587841579923,0.06221269977081041,0.1665066050829739,0.06257109294373871,0.033600588063185076,0.13629393373798393,0.09645944877998398,0.10088268401180656,0.04077181088007604,0.1585423525714492
98,佩佩,9,0.12054138244139015,0.08175313549324831,0.16009352796378812,0.045202930713198544,0.04614273535427048,0.1539003420700011,0.07385571075756638,0.12345779287024658,0.028640157705688375,0.16641228463060184
99,玛露西尔,9,0.11786528549063324,0.08472534768386542,0.15832663703507224,0.04369883850926494,0.048280506916008464,0.15538810525219665,0.07168325836804067,0.1263325806607151,0.027612261211745766,0.16608717887245739
100,维娜·维多利亚,0,0.17829480301099335,0.027455787079729527,0.14295902959348658,0.13225725335297214,0.01382539806957825,0.08100831893775154,0.16714778646384248,0.05084214921586589,0.09609912137358104,0.11011035290219925
101,弑君者,4,0.030175051696967294,0.23288470920707136,0.06171689528322441,0.007339810415820811,0.25212622912269705,0.13047722410457768,0.01384460929177599,0.178987625046321,0.004395654706518665,0.08805219112502581
102,忍冬,5,0.0777083930804165,0.1343536863509073,0.12791576531580123,0.02323453666977817,0.08658166346129482,0.17224759114250363,0.040948105598587844,0.16778010604816507,0.014233942605346609,0.15499620972719885
103,荒芜拉普兰德,0,0.17840182378070119,0.024714647540887737,0.13948202873309948,0.14014652554138554,0.012291108433217854,0.07599038254541178,0.17234622467752458,0.04661403593500338,0.10457263096606104,0.10544059184670741
104,引星棘刺,2,0.15360116942165697,0.05338311350879363,0.1659416179512825,0.07432669236862877,0.028482648234361772,0.12491085606387962,0.11076412945996664,0.0889823826353307,0.04941939949921497,0.15018799085688447
105,烛煌,0,0.16667567907369416,0.042535616191597334,0.16187175684944646,0.09191097273781569,0.02206630094745408,0.10952886931213439,0.1305547518161119,0.07413251329417958,0.06250460871218243,0.1382189310653841
106,余,6,0.17225360783847443,0.016528732527736328,0.11465285090675179,0.17982378811630925,0.008087141377710643,0.05522185536355262,0.19724514621519956,0.03234415877167138,0.14360311644933546,0.0802396024332584
